ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
688343.SH,20230111,20220930,续亏,-11.58,-4.63,-34080.0,-31959.0,-30544.28,20230111,预计:净利润-34080--31959,,1
688343.SH,20230111,20220930,续亏,-11.58,-4.63,-34080.0,-31959.0,-30544.28,20230111,预计净利润-34080~-31959万,,0
688522.SH,20221221,20220930,预增,105.56,174.08,3000.0,4000.0,,20221221,预计净利润3000-4000万,公司2022年1-9月预计的营业收入、预计的净利润同比增加的原因主要为当期公司的雷达整机销售数量增加，从而公司营业收入和净利润提升。,0
688522.SH,20221221,20220930,预增,105.56,174.08,3000.0,4000.0,,20221221,预计:净利润3000-4000,公司2022年1-9月预计的营业收入、预计的净利润同比增加的原因主要为当期公司的雷达整机销售数量增加，从而公司营业收入和净利润提升。,1
688410.SH,20221130,20220930,预增,140.25,160.81,2001.0,2172.0,832.75,20221130,预计:净利润2001-2172,公司预计2022年1-9月净利润同比增幅较大，主要原因为行业发展情况良好，下游客户需求旺盛，带动血液净化设备及耗材销售增长，且随着连锁透析中心满床率的提高，透析服务收入增加所致。,1
688410.SH,20221130,20220930,预增,140.25,160.81,2001.0,2172.0,832.75,20221130,预计净利润2001-2172万,公司预计2022年1-9月净利润同比增幅较大，主要原因为行业发展情况良好，下游客户需求旺盛，带动血液净化设备及耗材销售增长，且随着连锁透析中心满床率的提高，透析服务收入增加所致。,0
688503.SH,20221102,20220930,预增,54.81,71.4,28000.0,31000.0,18086.6781,20221102,预计:净利润28000-31000,公司2022年1-9月营业收入同比增长显著，主要系下游客户需求稳健增长所致。,1
688503.SH,20221102,20220930,预增,54.81,71.4,28000.0,31000.0,18086.6781,20221102,预计净利润28000-31000万,公司2022年1-9月营业收入同比增长显著，主要系下游客户需求稳健增长所致。,0
301335.SZ,20221031,20220930,略增,11.1,23.44,9000.0,10000.0,8101.0003,20221031,预计净利润9000-10000万,,0
301377.SZ,20221031,20220930,略增,1.74,3.51,17200.0,17500.0,17452.2106,20221031,预计净利润17200-17500万,,0
