ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
688619.SH,20200922,20200630,扭亏,,,100.0,600.0,,20200922,预计净利润100-600万,公司业务主要通过招投标方式取得，政府项目通常在年初进行项目预算和招投标，项目建设集中在年中和下半年，而项目的验收和结算大部分集中在下半年（特别是第四季度）进行，使得公司营业收入存在明显的季节性特征，一季度收入较少，下半年（特别是四季度）收入较高，而公司期间费用不存在明显的季节性，期间费用一般均匀发生，导致公司各年一季度亏损。,0
688082.SH,20200918,20200630,预增,35.85,61.53,3280.0,3900.0,2414.45,20200918,预计净利润3280-3900万,结合公司实际情况并综合考虑新型冠状病毒疫情影响.,0
688689.SH,20200916,20200630,略增,18.0,23.0,2500.0,2600.0,,20200916,预计净利润2500-2600万,公司经营状况良好。公司生产经营模式、主要原材料的采购规模及采购价格、主要产品的生产销售规模及销售价格、主要客户及供应商的构成、公司适用税收政策未发生重大变化，公司亦未出现其他可能影响公司正常经营或可能影响投资者判断的重大事项。,0
688665.SH,20200828,20200630,预增,97.84,97.84,2265.0,2265.0,1144.94,20200828,预计净利润2265万,（1）由于受第一季度疫情影响，公司停工停产导致订单积压，第二季度全面复工后，公司根据在手订单情况增加排产，设备满负荷运行时间和生产人员工时均大幅增加，产能利用率一直处于高位。产量的扩大有利于公司为更多客户提供服务，为订单落地提供有力支撑。（2）随着第二季度疫情形势趋缓，管控措施放松，国民生产生活有序恢复，公司行业下游的生产消费节奏逐步复苏：①受新冠疫情影响，具备气溶胶净化、杀菌消毒功能的空气净化器和新风系统的市场需求增加，促使公司2020年上半年粉尘传感器和CO2气体传感器的销售收入大幅增加；②在部分存量机动车检测站更换需求、新增机动车检测站建设带动下，公司2020年上半年尾气分析仪器实现了销售收入增加。,0
688618.SH,20200826,20200630,略增,6.55,27.86,2664.0,3197.0,2491.75,20200826,预计净利润2664-3197万,2020年1-6月，在毛利率和期间费用率保持相对稳定的情况下，随着公司收入恢复增长，公司经营情况良好，预计2020年1-6月业绩稳定增长。,0
300106.SZ,20200826,20200630,续盈,-3.95,22.73,180.0,230.0,187.4,20200826,预计净利润180-230万,报告期内，归属于上市公司股东净利润较上年同期基本持平，主要原因为：1、公司控股子公司新疆石河子花园乳业有限公司在稳定疆内市场的情况下不断开拓疆外市场，加大疆外市场销售力度，并根据各地域不同消费状况，开发能够适应市场发展的产品，细分利润型、销量型产品，在产品策略方面提升企业差异化竞争能力，实现利润较上年同期大幅提升。2、公司全资子公司新疆西牧乳业有限责任公司因受疫情影响，调整产品结构，集中生产较大数量大包全脂乳粉，且液态奶等产品产量同比下降，无法释放产能，导致营业收入下降形成亏损。3、公司全资子公司新疆泉牲牧业有限责任公司因受到原材料涨价的因素影响，导致实现利润较上年同期有所下降。4、公司全资子公司新疆喀尔万食品科技有限公司因受疫情影响，活畜价格不断上涨、存栏量和出栏量不断下降，原料成本居高不下，导致实现利润较上年同期下降。5、公司全资子公司石河子市天源食品科技有限责任公司不断加大销售存货的力度，公司制订了全员销售政策，同时，公司积极与内地大客户联系，洽谈合作销售事宜，加快库存产品销售推进工作，实现存货的销售，减少产品积压，降低仓储成本，天源公司较去年同期减亏。6、报告期内，公司的非经常性损益金额约为-10万元左右，对净利润产生较小的影响。,0
688608.SH,20200819,20200630,预增,62.17,72.52,4700.0,5000.0,2898.15,20200819,预计净利润4700-5000万,2020年1月以来，国内外先后爆发的新型冠状病毒疫情从终端消费能力及产业链方面对公司业绩造成了一定影响。,0
300404.SZ,20200819,20200630,预增,290.49,340.07,1150.0,1296.0,294.5,20200819,预计净利润1150-1296万,1、报告期内，受新冠肺炎疫情的影响，公司及行业上下游推迟复工，在研项目进度缓慢，公司一季度营业收入及净利润均有所下降。二季度，随着公司及上下游复产复工，公司的业务订单承接逐步恢复正常，公司在研项目进度逐步恢复；2、报告期内，公司新增合同金额约2.31亿元，较上年同期增长12.93%。主营业务收入较上年同期增加，毛利也有所上升；3、报告期内，预计非经常性损益对归属于上市公司股东的净利润影响约为200万元—500万元。,0
603758.SH,20200818,20200630,扭亏,530.465,548.035,24500.0,25500.0,-5691.52,20200818,预计净利润24500-25500万,"（一）非经常性损益增加：主要由于本期期货平仓及浮动收益扣除手续费后的净收益25,394万元，卖出对公黄金积存收益936万元以及本期收到政府补贴增加3,131万元所致（以上数据均为税前金额）。（二）主营业务量增加：主要客户市场销售需求增加，公司订单大幅增加，引起公司收入大幅增加，主营业务利润相应同比上升。",0
688578.SH,20200817,20200630,续亏,-22.47,-9.09,-19169.0,-16346.0,,20200817,预计净利润-19169~-16346万,"公司于2019年上半年一次性确认了12,397.22万元计入非经常性损益的股份支付费用，2019年上半年股份支付费用对2019年上半年净亏损的影响较大；2020年上半年随着公司研发项目进度的推进和经营规模的扩大，研发费用、管理费用等经常性损益进一步增长，因此2020年上半年扣除非经常性损益后归属于母公司的净亏损较上年同期扣除非经常性损益后归属于母公司的净亏损有所扩大。",0
