ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
300211.SZ,20250428,20241231,续亏,-6914.3885,-4576.259,-3900.0,-2600.0,-55.6,20250123,预计:净利润-3900--2600,"在公司披露2024年度业绩预告时，年度审计工作尚未全面开展。随着公司年审工作的推进，公司与年审会计师事务所签字会计师深入沟通后，结合公司业务实际情况，对部分销售收入确认进行再次分析；基于谨慎性原则，部分收入2024年度不予确认，预计2024年度经审计的营业收入相比原业绩预告减少1,000万元—2,200万元，经审计的利润总额、净利润、扣除非经常性损益后的净利润三者孰低为负值，且扣除后的营业收入低于1亿元。",0
002336.SZ,20250428,20241231,续亏,90.8185,97.7046,-2000.0,-500.0,-21782.84,20250128,预计:净利润-2000--500,"1、根据会计师最新取得的资料，公司出售持有的西安人人乐商品配销有限公司、西安高隆盛商业营运管理有限公司，不满足在2024年12月31日确认股权转让收益的条件。2、结合13家股权转让子公司2024年度代垫款最新回款情况，根据公司取得的最新情况谨慎判断，截至公告日未归还的代垫款项11,125.38万元存在很可能无法收回的风险，对未收回的代垫款项全额计提坏账准备11,125.38万元。",0
600867.SH,20250428,20241231,首亏,-103.66,-103.66,-4272.0,-4272.0,116783.53,20250121,预计:净利润-4272,"1、公司归属于上市公司股东的净利润及属于上市公司股东的扣除非经常性损益后的净利润均减少5,274.12万元。2、在2024年年度，公司将支付给SAADOCIA公司的THDB0207项目的预付商业化权利款金额25,352.36万元确认为损失，扣除所得税影响后，前述会计处理对净利润影响为21,549.51万元。随着年报编制工作的开展，基于谨慎性考虑，公司将该非经常性损益调整为经常性损益，此调整导致归属于上市公司股东的扣除非经常性损益后的净利润减少21,549.51万元。",0
600599.SH,20250428,20241231,续亏,-126.0282,-116.6103,-48000.0,-46000.0,-21236.29,20250123,预计:净利润-48000--46000,公司于2025年2月25日披露了《ST熊猫关于收到上海证券交易所对公司2024年度业绩预告相关事项监管工作函的公告》，经公司自查，公司新增对其他应收款和其他流动资产中存在回收风险的款项进行计提信用减值损失5.8亿元，明细如下：1、公司目前小贷业务累计贷款发放余额为3.48亿元，其中3.28亿元逾期，公司于2023年年末对3.28亿元已逾期贷款按单项计提减值，累计计提贷款损失准备2.30亿元，计提比例为70%。2024年，公司对该逾期贷款剩余的净值计提了0.98亿元贷款损失准备。2、公司于2024年度将3亿元（其中1-7月存放于绍兴银行、8月以后存放于新疆银行）的定期存款分别为不同公司提供质押担保，于2024年12月与佛山团赢企业管理有限公司签订了资金互换协议，将3亿元的定期存单与佛山团赢企业管理有限公司的流动资金进行了置换，并将置换的3亿元资金分别支付给了广州馥韵实业投资有限公司及东莞市柯广洋实业投资有限公司（各1.5亿），公司在期末对上述两公司的应收款项全额计提了减值准备。3、公司2024年度对以股权收购款、烟花采购款等名义支付的应收款项合计1.76亿元（其中本期支付1.67亿元），公司对其全额计提了减值准备。公司在披露2024年度业绩预告时，部分事项尚未进行完整的审计评估程序，随着年度审计工作的推进，对公司2024年度业绩预告进行更正。本次业绩预告更正的主要原因为依照《企业会计准则》及公司会计政策的相关规定，基于谨慎性原则，经公司与年审会计师深入沟通，对存在减值迹象的资产进行测试，新增对其他应收款和其他流动资产中存在回收风险的款项进行计提信用减值损失，将信用减值损失金额调增，相应减少公司2024年度合并报表归属于母公司所有者净利润。,0
603598.SH,20250426,20241231,首亏,-139.5499,-135.3867,-1900.0,-1700.0,4804.06,20250426,预计:净利润-1900--1700,2024年，公司全年实现营业收入62亿元左右，较去年同期实现了大幅增长。公司原预计2024年度经营业绩未在业绩预告披露范围内，因此，公司未在2025年1月底之前披露2024年的业绩预告。随着供应商政策等市场变化调整，经与会计师沟通确认，2024年公司出现亏损。具体原因如下：（一）公司2024年业绩亏损的原因1、国内消费市场挑战性加剧，公司所处行业竞争激烈，媒体平台激励政策收紧，致使2024年公司毛利率下滑。2、2024年公司营收规模大幅增长，导致应收账款同比大幅增加，信用减值损失计提金额同比增加约2500万元。3、国家对文化与广告产业增值税进项税额加计扣除等相关税收优惠政策到期，导致此项收益2024年同比减少1600万元。4、公司收购的上海致效趣联科技有限公司持续亏损约670万元。（二）公司未在2025年1月底之前披露2024年的业绩预告的原因公司营收主要来源于数字营销服务业务，公司利润来源主要依靠客户服务费和媒体平台渠道激励。公司在对2024年业绩进行预估时，参照了2023年同期媒体政策为假设基准，进行相关业绩测算。由于国际国内市场环境的急剧变化与挑战。国内媒体平台渠道政策也出现相应变化。致使公司对2024年业绩的预计基准出现较大偏差，导致公司未在2025年1月底之前披露2024年的业绩预告。,0
600381.SH,20250426,20241231,续亏,16.0026,30.1888,-22500.0,-18700.0,-26786.53,20250117,预计:净利润-22500--18700,"公司在2025年1月17日披露《2024年度业绩预亏公告》时，年度审计工作尚未全面开展。随着审计工作的开展，公司基于谨慎性原则，经与会计师事务所沟通，依据《企业会计准则》《上海证券交易所上市公司自律监管指南第2号—业务办理》中关于营业收入扣除的相关规定，酒水销售业务部分收入不在2024年度进行确认，预计减少约6,800万元；对计入主营业务但属于正常之外的收入予以扣除，预计扣除约4,200万元，并相应调减了公司2024年度合并报表利润总额、归属于上市公司股东的净利润和归属于上市公司股东扣除非经常性损益后的净利润。",0
002630.SZ,20250426,20241231,续亏,-97.3398,-97.3398,-38100.0,-38100.0,-19306.8,20250125,预计:净利润-38100,1.公司2025年1月24日披露2024年度业绩预告时，公司未就业绩预告有关事项与会计师进行预沟通。2.随着年度审计工作的开展，相关工作推进以及资料汇总收集，公司对应收账款进行了信用分析、补计了应收账款坏账准备，对BOT项目无形资产特许经营权进行了减值测试、补计了减值，由此对减值准备需要进行重大调整，导致公司业绩预计数据与会计师审计数据之间存在重大差异。,0
300663.SZ,20250425,20241231,续亏,-334.9975,-253.6896,-53500.0,-43500.0,-12298.92,20250124,预计净利润-53500~-43500万,1、根据《企业会计准则第14号-收入》和公司相关会计政策，结合软件开发的业务特点，基于谨慎性原则及从严处理，部分收入2024年度不予确认。2、公司与会计师事务所进一步沟通和确认后，基于谨慎性原则，补提了相应的存货跌价准备。3、根据《企业会计准则第22号——金融工具确认和计量》和公司相关会计政策，对应收账款进行分析，基于谨慎性原则，补提了相应的信用减值损失。4、经与会计师事务所深入沟通后，基于谨慎性原则及从严处理，暂不予确认公司亏损相关的递延所得税资产。,1
300663.SZ,20250425,20241231,续亏,-334.9975,-253.6896,-53500.0,-43500.0,-12298.92,20250124,预计:净利润-53500--43500,1、根据《企业会计准则第14号-收入》和公司相关会计政策，结合软件开发的业务特点，基于谨慎性原则及从严处理，部分收入2024年度不予确认。2、公司与会计师事务所进一步沟通和确认后，基于谨慎性原则，补提了相应的存货跌价准备。3、根据《企业会计准则第22号——金融工具确认和计量》和公司相关会计政策，对应收账款进行分析，基于谨慎性原则，补提了相应的信用减值损失。4、经与会计师事务所深入沟通后，基于谨慎性原则及从严处理，暂不予确认公司亏损相关的递延所得税资产。,0
002047.SZ,20250424,20241231,续亏,-3498.4856,-2642.2083,-83022.0,-63266.0,-2307.13,20250118,预计:净利润-83022--63266,"2025年1月18日公司披露《2024年度业绩预告》时，年度审计工作尚未全面开展。随着年度审计工作的深入推进，经与年审会计师沟通，公司于2024年12月27日收到的监事长古少波先生捐赠的人民币4,000万元资金，根据审计结果暂不确认，根据《企业会计准则》等相关规定，基于谨慎性原则，上述捐赠资金未在2024年度计入资本公积，从而导致2024年末归属于母公司所有者权益为负值。因此，公司需对2024年度业绩预告数据进行修正。",0
