ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
600896.SH,20250821,20250630,续亏,72.1495,72.1495,-723.0,-723.0,-2596.0,20250821,预计:净利润-723,"报告期内,公司下属览海康复医院收入较去年同期增加,盈利能力持续增强,同时下属怡合览海门诊部在报告期内已歇业,进一步缩减了公司的成本费用支出,使得本期归属于公司股东的净利润跟去年同期相比有所提升.",0
600896.SH,20250821,20250630,续亏,72.1495,72.1495,-723.0,-723.0,-2596.0,20250821,预计:净利润-723,"报告期内,公司下属览海康复医院收入较去年同期增加,盈利能力持续增强,同时下属怡合览海门诊部在报告期内已歇业,进一步缩减了公司的成本费用支出,使得本期归属于公司股东的净利润跟去年同期相比有所提升.",1
600292.SH,20250819,20250630,预减,-70.0,-70.0,1531.0,1531.0,5210.0,20250819,预计:净利润1531,"公司控股子公司国家电投集团远达环保工程有限公司（以下简称“远达工程”）近日获悉其大冶项目工程合同的工程总包单位江苏鲲鹏环保工程技术有限公司（以下简称“鲲鹏环保”）已于2025年7月24日被江苏省宜兴市人民法院裁定受理破产清算。鉴于此，远达工程对鲲鹏环保的应收款项存在重大回收风险。根据《企业会计准则》，基于谨慎性原则，远达工程拟对鲲鹏环保应收款项进行单项认定并全额计提减值准备。进行单项认定后，本报告期需补提减值准备3,295万元左右，影响公司2025年半年度归属于上市公司股东的净利润2,739万元左右。该减值事项将导致2025年半年度盈利出现大幅下降。经初步测算，公司2025年半年度归属于上市公司股东的净利润从原同比下降18%左右，调整为同比下降70%左右，因与去年同期相比降幅超过50%，需补充披露2025年半年度预减公告。",0
601058.SH,20250819,20250630,略减,-15.0,-15.0,183000.0,183000.0,215100.0,20250819,预计:净利润183000,公司预计报告期净利润同比有所下降，主要原因是受到国际贸易壁垒、原材料价格及市场环境等因素影响，公司报告期毛利率同比有所下降。未来，公司将通过不断优化海外产能布局、加大高附加值产品推广力度等措施，以尽量减小相关因素对公司业绩的影响。,0
600346.SH,20250819,20250630,略减,-24.09,-24.09,305000.0,305000.0,401771.81,20250819,预计:净利润305000,在宏观需求端，今年上半年国内石化的整体需求继续延续着去年下半年以来的偏弱复苏态势，尤其是芳烃和油品产业链的景气度同比去年上半年下行明显，烯烃、PTA和下游聚酯新材料产业链的景气度和盈利则维持相对稳定。在原油成本端，二季度国际油价因全球地缘和关税事件波动剧烈，对公司生产经营稳定和原料成本库存管控形成一定挑战。此外，公司在二季度对乙烯装置进行了计划检修，乙烯装置单季度负荷率下行，影响了烯烃产品的产量和单位成本水平。公司持续强化装置优化、灵活经营和风险管控，二季度经营业绩保持在行业领先水平。,0
002660.SZ,20250819,20250630,首亏,-169.5903,-151.4363,-2300.0,-1700.0,3305.06,20250712,预计:净利润-2300--1700,本次业绩预告修正主要系公司于业绩预告后了解到部分消费类电源产品存在一定的售后品质风险，基于产品质量条款及后续的业务合作，为履行相关义务预计为客户提供妥善的售后处理将新增补货及相关费用损失。基于谨慎性原则，对2025年半年度业绩情况进行修正。,0
300225.SZ,20250819,20250630,略减,-46.0,-23.0,700.0,1000.0,1299.45,20250819,预计:净利润700-1000,报告期内，公司与战略备库供应商终止合作，导致本期计提其他应收款坏账准备较上年同期增加700万元；为提高公司产品的市场竞争力，公司持续加大产品研发力度，研发费用同比有所增长。综合上述原因，导致公司净利润较上年同期有所减少。,0
600760.SH,20250819,20250630,略减,-29.78,-29.78,113641.0,113641.0,161834.8253,20250819,预计:净利润113641,"2025年半年度，受产品配套交付进度及产品结构调整影响，公司预计实现营业收入1,462,833.71万元左右，同比下降32.35%左右；归属于上市公司股东的净利润113,641.33万元左右，同比下降29.78%左右；归属于上市公司股东的扣除非经常性损益的净利润107,352.36万元左右，同比下降32.38%左右。面对复杂严峻的任务形势，公司将进一步聚焦战略高地、产品高值、供应高效，充分发挥“链主”优势，持续推动产业链拓展升级、强韧可控，加快形成体系化科研、快速化结构化新质化交付能力，加速建设一流航空装备企业。",1
002660.SZ,20250819,20250630,首亏,-169.5903,-151.4363,-2300.0,-1700.0,3305.06,20250712,预计:净利润-2300--1700,本次业绩预告修正主要系公司于业绩预告后了解到部分消费类电源产品存在一定的售后品质风险，基于产品质量条款及后续的业务合作，为履行相关义务预计为客户提供妥善的售后处理将新增补货及相关费用损失。基于谨慎性原则，对2025年半年度业绩情况进行修正。,1
300225.SZ,20250819,20250630,略减,-46.0,-23.0,700.0,1000.0,1299.45,20250819,预计:净利润700-1000,报告期内，公司与战略备库供应商终止合作，导致本期计提其他应收款坏账准备较上年同期增加700万元；为提高公司产品的市场竞争力，公司持续加大产品研发力度，研发费用同比有所增长。综合上述原因，导致公司净利润较上年同期有所减少。,1
