ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
688599.SH,20200429,20200331,略增,22.45,49.66,6680.0,8164.0,,20200429,预计净利润6680-8164万,公司整体经营情况良好，营业收入及净利润随销售规模扩大保持稳步增长。公司主要经营状况正常，主要原材料采购情况、主要产品销售情况、主要客户及供应商的构成情况、税收政策以及其他可能影响投资者判断的重大事项方面未发生重大变化。,0
002074.SZ,20200429,20200331,预减,-84.62,-83.63,3100.0,3300.0,20154.6,20200429,预计净利润3100-3300万,"2020年第一季度,公司预计实现净利润3,100万元至3,300万元,较上年同期下降83.63%至84.62%.公司一季度净利润同比下降的主要原因是:受新型冠状病毒肺炎疫情及宏观经济下行对新能源汽车行业整体市场需求冲击较大的影响,公司动力电池销量和输配电设备销量较去年同期有较大幅度下滑,导致利润下降.",0
605001.SH,20200428,20200331,略减,-25.0,0.0,739.0,986.0,1115.9088,20200428,预计净利润739-986万,由于新型冠状病毒肺炎疫情（以下简称“疫情”）导致的春节假期延期复工，发行人及下游客户的生产经营均受到一定程度的影响，一方面，发行人产品的生产和交付受到延期复工影响，相比正常进度有所延后，同时，下游客户受延期复工的影响，对发行人产品的安装、调试及验收周期也会相应延后，从而预计对发行人2020年第一季度的收入产生一定影响；另一方面，发行人的固定费用支出相对刚性。,1
600723.SH,20200425,20200331,首亏,-186.4953,-178.6321,-8800.0,-8000.0,10173.96,20200425,预计净利润-8800~-8000万,受新冠肺炎疫情影响，公司部分门店今年2、3月份停止营业，客流大幅度下降，营业收入锐减，净利润出现亏损。目前公司所属门店均已正常营业，经营逐步恢复。按照北京市新冠肺炎疫情防控和复工复产的工作部署和要求，公司将在全面推进复工复产的基础上，认真做好消费市场和消费者生活方式变化的调查分析，加快企业经营调整转型，全力将疫情造成的损失降至最低。,0
002178.SZ,20200425,20200331,续亏,30.6777,53.7852,-2400.0,-1600.0,-3462.09,20200425,预计净利润-2400~-1600万,"报告期内,公司开源节流,费用与成本较去年同期有所降低,净利润情况较去年同期有所好转.但受新型冠状肺炎疫情的影响,公司及公司上下游企业复工复产延迟,多数项目施工,结算等各个环节进度均出现滞后,开标项目亦低于预期水平,导致公司2020年第一季度归属于上市公司股东的净利润预计亏损.",0
603517.SH,20200425,20200331,预减,-66.9,-65.24,6000.0,6300.0,18125.2519,20200425,预计净利润6000-6300万,（一）主营业务影响公司为积极响应国家抗击疫情的需要，报告期内部分工厂及门店处于关闭状态，对公司销售及利润造成一定影响，同时公司为稳定加盟体系及持续经营的需要，在此期间给予了加盟商在物流、货物损失、门店经营、防疫物资、逆势开店等方面给予了较大力度的扶持政策。（二)受疫情影响，公司投资收益较去年同期有所下降。（三）非经营性损益的影响面对疫情，公司积极主动承担社会责任，向武汉市慈善总会捐款1000万元现金用于新型冠状病毒疫情的防疫工作。,0
002988.SZ,20200424,20200331,略减,-13.21,-5.45,1570.0,1710.0,1812.6051,20200424,预计净利润1570-1710万,2020年新冠疫情对公司一季度业绩预计将造成暂时不利的影响，但对全年业绩的影响较小。,1
300328.SZ,20200424,20200331,预增,130.0,160.0,1491.0,1686.0,648.47,20200410,预计净利润1491-1686万,（一）因公司财务部门在产品销售收入及毛利率核算时预计失误，影响2020年第一季度业绩预告利润约852万元，具体情况如下：1、预计时将未达收入确认条件的发出商品计入销售收入，影响利润约779万元。2、2020年第一季度产品销售收入下降，毛利率有所下降，影响利润约73万元。（二）因疫情影响，公司延期复工，对相关数据统计和确认工作造成了较大影响，导致公司未能及时对业绩情况进行合理预计，及对业绩预计的差异情况做出及时说明。,0
600375.SH,20200424,20200331,首亏,-1947.0513,-1611.2238,-11000.0,-9000.0,595.5438,20200424,预计净利润-11000~-9000万,"报告期内，受新型冠状病毒肺炎疫情影响，公司产品市场需求萎缩，公司产品销量大幅下滑，导致公司主营业务利润减少。2020年第一季度公司累计销售中重卡2,536辆，较上年同期下降50.44%；累计销售专用车上装1,480辆，较上年同期下降45.71%。",0
688336.SH,20200424,20200331,续亏,-56.0,-56.0,-10600.0,-10600.0,-6533.6505,20200424,预计净利润-10600万,2020年度受到新冠病毒疫情对公司复工等方面的影响，以及公司研发投入的持续增长，公司2020年度一季度业绩出现亏损。,1
605168.SH,20200423,20200331,预增,65.57,85.08,2795.0,3125.0,1528.0076,20200423,预计净利润2795-3125万,,1
300472.SZ,20200423,20200331,预减,-55.79,-44.74,800.0,1000.0,1809.74,20200410,预计净利润800-1000万,受疫情影响，报告期内未完全复工，不能把握准确数据的情况下，基于谨慎原则予以预告。随着复工复产的有序推进，各项工作基本正常运转，对已经完成并具备收入确认项目进行梳理和重新认定。本报告期非经常性损益对净利润的影响额约为38.69万元。,0
688566.SH,20200423,20200331,略减,-7.97,-7.97,2391.0,2391.0,2610.3672,20200423,预计净利润2391万,上述业绩情况系公司综合考虑新冠肺炎疫情影响并假设疫情控制持续向好的前提下做出的初步预计数据。,1
601778.SH,20200423,20200331,续亏,11.62,25.79,-7036.0,-5908.0,-7480.6252,20200423,预计净利润-7036~-5908万,受日照条件与日照时长等因素影响，公司一季度光伏电站运营业务收入存在一定的季节性波动，当期毛利率水平低于全年平均水平，致使公司一季度预计光伏电站运营业务收入及毛利水平较低。公司预计2020年一季度光伏电站运营业务毛利率约为40%，低于报告期内（2016-2018年）公司光伏电站运营业务年度平均毛利率57.67%。由于2020年一季度公司执行的光伏电站EPC业务规模预计同比增长，致使当期营业收入较上年同期增加。因此，公司2020年一季度业绩总体较去年同期有所增长。,1
000819.SZ,20200423,20200331,首亏,-499.8045,-492.4008,-2700.0,-2650.0,675.33,20200414,预计净利润-2700~-2650万,2020年4月21日，公司收到湖南省高级人民法院(湖南高院)落款为2020年3月31日《民事判决书》([2019]湘民终810号)，根据湖南高院判决，公司一季度应计提预计负债2450万元左右，将影响公司第一季度净利润2450万元左右，对公司一季度净利润产生重大影响。,0
600831.SH,20200422,20200331,首亏,-168.6071,-159.4594,-3000.0,-2600.0,4372.73,20200422,预计净利润-3000~-2600万,"1、由于行业环境变化、市场竞争加剧、用户收视习惯改变，公司有线电视用户持续流失，本期用户基数较上年同期大幅下降。特别是受疫情影响，公司本期无法进入小区、企事业单位等开展推广、安装、维护等活动，线下收费和用户发展受到巨大阻力。一季度有线电视收视维护费收入、数据业务收入、安装工材费收入同比降低，加之外购资源成本增加，减少利润约6,100万元。2、由于公司用户规模下滑、市场竞争加剧以及电视台自身作为传统媒体的经营压力增大，公司卫视落地费收入同比降低，减少利润约480万元。",0
600505.SH,20200422,20200331,首亏,-1071.5232,-1071.5232,-1467.0,-1467.0,151.0,20200422,预计净利润-1467万,报告期内，受电价政策性下调和疫情的影响，公司一般工商业售电量同比下降6.5%，影响一般工商业电费收入同比减少1965万元；同时，子公司建安收入同比减少330万元。,0
688339.SH,20200421,20200331,续亏,72.69,74.34,-1064.0,-1000.0,-3288.6184,20200421,预计净利润-1064~-1000万,2020年初，由于我国出现大范围的新型冠状病毒肺炎疫情，全国主要省市为了控制疫情发展，普遍采取了严格的管控措施。因此，发行人的生产经营活动主要在以下几个方面受到本次疫情的影响.,0
601069.SH,20200421,20200331,续亏,-207.6337,-185.6599,-5600.0,-5200.0,-1820.35,20200421,预计净利润-5600~-5200万,由于企业复产复工时间延迟，矿产金产销量小，导致一季度亏损。目前公司主要矿山已恢复正常生产。,0
600273.SH,20200421,20200331,略减,-32.32,-20.55,23000.0,27000.0,33985.25,20200421,预计净利润23000-27000万,主要是受新冠疫情影响，交通物流受限，2月份下游客户开工减少，氯碱和磺化医药下游销售受影响较大；为了应对不利影响，公司氯碱装置降低了负荷，磺化医药库存有所增加。公司脂肪醇（酸）等业务受到影响相对较小；蒸汽和码头因园区内企业开工率影响，销售收入减少。整体来看，公司产品销量下降，销售收入减少；为保证特殊时期企业安全防控及生产稳定，固定费用较同期略有增加。3月份之后，公司各项业务已趋于正常。,0
600258.SH,20200421,20200331,首亏,-832.8583,-782.8292,-54200.0,-50500.0,7395.7,20200421,预计净利润-54200~-50500万,新冠肺炎疫情爆发及相关防控措施的实施，对本集团2020年第一季度的日常经营产生重大影响，致使收入和经营利润较上年同期大幅度下降。公司正积极做好防控疫情和复工复产工作，所属酒店90%以上恢复了开业经营，其中如家复工开业店出租率达到了65%。经营中积极采取各种措施，推出“安心住”等适应市场的产品，充分利用政府各项优惠政策，同时努力降低经营成本。未来一段时间，公司将全力加大恢复经营力度，把疫情损失降到最低程度。,0
601168.SH,20200421,20200331,预减,-71.0,-71.0,7221.0,7221.0,24221.0,20200421,预计净利润7221万,本报告期内，受新型冠状病毒肺炎疫情的影响，有色金属市场价格持续下跌，公司主要产品铅、锌精矿价格跌幅较大，本期业绩同比下降。,0
