ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
300091.SZ,20260131,20251231,续亏,-14.112,23.9253,-150000.0,-100000.0,-131449.81,20260131,预计:净利润-150000--100000,"报告期内，公司积极推进预重整工作，配合特别代表人诉讼案件的审理，支持对中小股民的赔偿工作，根据法院先行判决大幅计提预计负债。同时，破产重整事项也对公司投标等经营活动造成较大影响，营业收入较上年同期减少，加上公司计提各项减值准备，导致公司净资产为负。相关事项说明如下：1.公司子公司上海运能能源科技有限公司（以下简称“上海运能”）2025年度营业收入及利润等经营数据较上年下滑、在手订单下降，公司管理层对其未来年度的盈利预期有所下降。根据《企业会计准则第8号——资产减值》及《会计监管风险提示第8号——商誉减值》的相关规定，公司对收购上海运能形成的商誉进行了减值测试，预计对剩余商誉全额计提减值准备15,987.62万元。2.根据企业会计准则及相关规定，基于当前市场环境、资产使用状况及未来预期收益等综合因素考量，经公司初步测算，预计本年度对固定资产、无形资产、存货、合同资产、长期股权投资等计提资产减值损失约22,200万元至25,000万元（最终数据以经审计的财务报告为准）。3.根据相关诉讼最新判决进展及对破产子公司担保责任的评估，公司对投资者诉讼、股权纠纷、欺诈发行相关罚金以及对外担保等事项补充计提了预计负债金额约40,000万元至60,000万元（最终数据以经审计的财务报告为准）。",1
300091.SZ,20260131,20251231,续亏,-14.112,23.9253,-150000.0,-100000.0,-131449.81,20260131,预计:净利润-150000--100000,"报告期内，公司积极推进预重整工作，配合特别代表人诉讼案件的审理，支持对中小股民的赔偿工作，根据法院先行判决大幅计提预计负债。同时，破产重整事项也对公司投标等经营活动造成较大影响，营业收入较上年同期减少，加上公司计提各项减值准备，导致公司净资产为负。相关事项说明如下：1.公司子公司上海运能能源科技有限公司（以下简称“上海运能”）2025年度营业收入及利润等经营数据较上年下滑、在手订单下降，公司管理层对其未来年度的盈利预期有所下降。根据《企业会计准则第8号——资产减值》及《会计监管风险提示第8号——商誉减值》的相关规定，公司对收购上海运能形成的商誉进行了减值测试，预计对剩余商誉全额计提减值准备15,987.62万元。2.根据企业会计准则及相关规定，基于当前市场环境、资产使用状况及未来预期收益等综合因素考量，经公司初步测算，预计本年度对固定资产、无形资产、存货、合同资产、长期股权投资等计提资产减值损失约22,200万元至25,000万元（最终数据以经审计的财务报告为准）。3.根据相关诉讼最新判决进展及对破产子公司担保责任的评估，公司对投资者诉讼、股权纠纷、欺诈发行相关罚金以及对外担保等事项补充计提了预计负债金额约40,000万元至60,000万元（最终数据以经审计的财务报告为准）。",0
300091.SZ,20250124,20241231,续亏,-176.9477,-87.9288,-140000.0,-95000.0,-50551.06,20250124,预计:净利润-140000--95000,"1.根据《会计监管风险提示第8号——商誉减值》等相关规定，基于子公司上海运能能源科技有限公司（以下简称“上海运能”）营业收入及利润等经营数据未达预期，同期在手订单大幅下降，锅炉销售业务毛利率因市场竞争加剧明显下降，这些不利因素导致公司整体营业利润进一步下滑，公司对收购上海运能形成的商誉进行了初步减值测试，预计本年度计提商誉减值准备约26,000至30,000万元（最终数据以经审计的财务报告为准）。2.根据企业会计准则及相关会计政策规定，结合公司实际经营情况、行业市场变化、资产运行情况等综合影响因素，经公司初步测算，预计本年度对应收款项、合同资产等计提资产减值损失约23,000至25,000万元（最终数据以经审计的财务报告为准）。3.报告期内，公司2024年度非经常性损益对净利润的影响金额约-46,000万元至-31,000万元（最终数据以经审计的财务报告为准），主要系计入损益的未决诉讼等。",0
300091.SZ,20240127,20231231,续亏,-27.9002,4.0749,-40000.0,-30000.0,-31274.39,20240127,预计:净利润-40000--30000,"1、报告期内，受市场供需变化等多方面因素影响下，公司营业收入同比下降；同时，公司加大市场开拓力度及研发投入，导致成本费用上升。2、根据《会计监管风险提示第8号——商誉减值》等相关规定，基于子公司上海运能能源科技有限公司经营业绩下滑及高邮市林源科技开发有限公司近三年持续亏损的客观因素，公司对收购形成的商誉进行了初步减值测试，预计本年度计提商誉减值准备约9,000万元至12,000万元（最终数据以经审计的财务报告为准）。3、根据企业会计准则及相关会计政策规定，结合公司实际经营情况、行业市场变化、资产运行情况等综合影响因素，经公司初步测算，预计本年度对应收款项、合同资产等计提资产减值损失约7,000万元至11,000万元（最终数据以经审计的财务报告为准）。4、报告期内，公司2023年度非经常性损益对净利润的影响金额约1,830万元，主要系计入损益的政府补助收入及投资收益等。",1
300091.SZ,20240127,20231231,续亏,-27.9002,4.0749,-40000.0,-30000.0,-31274.39,20240127,预计:净利润-40000--30000,"1、报告期内，受市场供需变化等多方面因素影响下，公司营业收入同比下降；同时，公司加大市场开拓力度及研发投入，导致成本费用上升。2、根据《会计监管风险提示第8号——商誉减值》等相关规定，基于子公司上海运能能源科技有限公司经营业绩下滑及高邮市林源科技开发有限公司近三年持续亏损的客观因素，公司对收购形成的商誉进行了初步减值测试，预计本年度计提商誉减值准备约9,000万元至12,000万元（最终数据以经审计的财务报告为准）。3、根据企业会计准则及相关会计政策规定，结合公司实际经营情况、行业市场变化、资产运行情况等综合影响因素，经公司初步测算，预计本年度对应收款项、合同资产等计提资产减值损失约7,000万元至11,000万元（最终数据以经审计的财务报告为准）。4、报告期内，公司2023年度非经常性损益对净利润的影响金额约1,830万元，主要系计入损益的政府补助收入及投资收益等。",0
300091.SZ,20230130,20221231,首亏,-2113.7945,-1610.3459,-40000.0,-30000.0,1986.3,20230120,预计:净利润-40000--30000,"1.公司在前次2022年度业绩预告中,由于将生产经营产生的预计诉讼损失3,900万元(对净利润影响金额约3,315万元)作为经营性损益列报,导致前次业绩预告中非经常性损益对净利润的影响金额计算出现偏差,本次业绩预告修正将该项预计损失调整至非经常性损益列报,对应将“扣除非经常性损益后的净利润”调整为亏损30,880万元至40,880万元.2.本次业绩预告修正对归属于上市公司股东的净利润无影响.",1
300091.SZ,20230120,20221231,首亏,-2113.7945,-1610.3459,-40000.0,-30000.0,1986.3,20230120,预计:净利润-40000--30000,"1.报告期内,在受到国内外宏观经济环境变动,全国各地疫情管控,物流中断及工程总包项目推进受阻等因素综合影响下,公司营业收入同比下降.同时,国内外项目土建,现场安装调试费用及海运费用增加等不利因素叠加影响,公司成本费用上升,导致综合毛利率下降,公司整体经营业绩出现下滑.2.根据《会计监管风险提示第8号—商誉减值》等相关规定,基于子公司上海运能能源科技有限公司经营业绩下滑及高邮市林源科技开发有限公司近三年持续亏损的客观因素,公司对收购形成的商誉进行了初步减值测试,预计本年度计提商誉减值准备约7,000万元(最终数据以经审计的财务报告为准).3.根据企业会计准则及相关会计政策规定,结合公司实际经营情况,行业市场变化,资产运行情况及诉讼情况等综合影响因素,经公司初步测算,预计对固定资产,合同资产,存货,应收款项等计提资产减值准备及预计诉讼损失约26,600万元(最终数据以经审计的财务报告为准).4.报告期内,公司2022年度非经常性损益对净利润的影响金额约4,200万元,主要系计入损益的政府补助收入及投资收益等.",1
300091.SZ,20230120,20221231,首亏,-2113.7945,-1610.3459,-40000.0,-30000.0,1986.3,20230120,预计净利润-40000~-30000万,"1.报告期内，在受到国内外宏观经济环境变动、全国各地疫情管控、物流中断及工程总包项目推进受阻等因素综合影响下，公司营业收入同比下降。同时，国内外项目土建、现场安装调试费用及海运费用增加等不利因素叠加影响，公司成本费用上升，导致综合毛利率下降，公司整体经营业绩出现下滑。2.根据《会计监管风险提示第8号—商誉减值》等相关规定，基于子公司上海运能能源科技有限公司经营业绩下滑及高邮市林源科技开发有限公司近三年持续亏损的客观因素，公司对收购形成的商誉进行了初步减值测试，预计本年度计提商誉减值准备约7,000万元（最终数据以经审计的财务报告为准）。3.根据企业会计准则及相关会计政策规定，结合公司实际经营情况、行业市场变化、资产运行情况及诉讼情况等综合影响因素，经公司初步测算，预计对固定资产、合同资产、存货、应收款项等计提资产减值准备及预计诉讼损失约26,600万元（最终数据以经审计的财务报告为准）。4.报告期内，公司2022年度非经常性损益对净利润的影响金额约4,200万元，主要系计入损益的政府补助收入及投资收益等。",0
300091.SZ,20220715,20220630,预减,-72.74,-61.06,1400.0,2000.0,5135.92,20220715,预计:净利润1400-2000,2022年上半年度，公司紧密围绕发展战略和2022年度工作计划目标，积极稳妥推进各项重点工作。受国内外疫情影响，上半年国内上海市、江苏省南通市、无锡市等地区疫情防控出现大面积封控、社会面物流中断等情况，导致公司集团本部（主要是处于南通的鼓风机公司、压缩机公司、汽轮机公司三大产品线公司）及部分子公司（主要是处于上海、无锡的子公司）市场拓展及销售人员出行受阻、原材料供应短时缺货、交货短时无法发货的情况，导致公司整体营业收入、利润同比下降。特别是公司处于上海市闵行区的全资子公司上海运能能源科技有限公司（以下简称“上海运能”）项目施工人员行动受阻，执行的部分工程总包项目建设安装进度受阻，导致上海运能营业收入、利润同比大幅下降。目前，公司生产经营初步恢复，收入环比上升。,1
300091.SZ,20220715,20220630,预减,-72.74,-61.06,1400.0,2000.0,5135.92,20220715,预计净利润1400-2000万,2022年上半年度，公司紧密围绕发展战略和2022年度工作计划目标，积极稳妥推进各项重点工作。受国内外疫情影响，上半年国内上海市、江苏省南通市、无锡市等地区疫情防控出现大面积封控、社会面物流中断等情况，导致公司集团本部（主要是处于南通的鼓风机公司、压缩机公司、汽轮机公司三大产品线公司）及部分子公司（主要是处于上海、无锡的子公司）市场拓展及销售人员出行受阻、原材料供应短时缺货、交货短时无法发货的情况，导致公司整体营业收入、利润同比下降。特别是公司处于上海市闵行区的全资子公司上海运能能源科技有限公司（以下简称“上海运能”）项目施工人员行动受阻，执行的部分工程总包项目建设安装进度受阻，导致上海运能营业收入、利润同比大幅下降。目前，公司生产经营初步恢复，收入环比上升。,0
