ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
000810.SZ,20250708,20250630,预减,-76.35,-65.35,4300.0,6300.0,18182.37,20250708,预计:净利润4300-6300,公司2025年半年度净利润比上年度同期下降的主要原因是受市场竞争环境影响，智能终端产品的销售单价大幅下降，导致营业收入、毛利率同比下降。,0
000810.SZ,20250118,20241231,预减,-65.12,-51.83,21000.0,29000.0,60206.77,20250118,预计:净利润21000-29000,公司2024年度净利润比上年度同期下降的主要原因是受市场竞争环境影响，智能终端产品的销售单价大幅下降、中小尺寸显示模组业务承压，导致营业收入、毛利率同比下降。,0
000810.SZ,20230120,20221231,预增,73.07,115.75,73000.0,91000.0,42178.3,20230120,预计:净利润73000-91000,2022年度净利润比上年度同期有较大幅度增长，是基于本报告期公司智能终端的数字智能机顶盒和宽带网络连接设备销售数量、营收规模及毛利率比上年同期增加所致。,1
000810.SZ,20230120,20221231,预增,73.07,115.75,73000.0,91000.0,42178.3,20230120,预计净利润73000-91000万,2022年度净利润比上年度同期有较大幅度增长，是基于本报告期公司智能终端的数字智能机顶盒和宽带网络连接设备销售数量、营收规模及毛利率比上年同期增加所致。,0
000810.SZ,20220708,20220630,预增,51.29,93.51,43000.0,55000.0,28422.74,20220708,预计:净利润43000-55000,2022年半年度净利润比上年同期有较大幅度增长，是基于本报告期公司智能终端、宽带连接设备的销售数量、营收规模以及毛利率比上年同期增加所致。,1
000810.SZ,20220708,20220630,预增,51.29,93.51,43000.0,55000.0,28422.74,20220708,预计净利润43000-55000万,2022年半年度净利润比上年同期有较大幅度增长，是基于本报告期公司智能终端、宽带连接设备的销售数量、营收规模以及毛利率比上年同期增加所致。,0
000810.SZ,20210708,20210630,预增,50.01,73.52,26800.0,31000.0,17865.59,20210708,预计:净利润26800-31000,"1,2021年半年度净利润比上年同期有较大幅度增长,基于本报告期融合终端,宽带连接及专业显示的销售数量,规模比上年同期增长,且出售子公司深圳市创维群欣安防科技股份有限公司55%股份取得投资收益及公司获得政府补助所致.2,报告期内,预计非经常性损益对公司净利润的影响金额约为人民币13,304.92万元,主要是出售子公司深圳市创维群欣安防科技股份有限公司55%股份取得税后投资收益9,191.28万元及报告期公司收到计入当期损益的政府补助累计4,840.59万元.",1
000810.SZ,20210708,20210630,预增,50.01,73.52,26800.0,31000.0,17865.59,20210708,预计净利润26800-31000万,"1,2021年半年度净利润比上年同期有较大幅度增长,基于本报告期融合终端,宽带连接及专业显示的销售数量,规模比上年同期增长,且出售子公司深圳市创维群欣安防科技股份有限公司55%股份取得投资收益及公司获得政府补助所致.2,报告期内,预计非经常性损益对公司净利润的影响金额约为人民币13,304.92万元,主要是出售子公司深圳市创维群欣安防科技股份有限公司55%股份取得税后投资收益9,191.28万元及报告期公司收到计入当期损益的政府补助累计4,840.59万元.",0
000810.SZ,20210415,20210331,预增,73.48,129.99,13200.0,17500.0,7609.08,20210415,预计:净利润13200-17500,"1、2021年第一季度净利润比上年同期有较大幅度增长，基于本报告期主营业务收入同比上年同期增长，且出售子公司深圳市创维群欣安防科技股份有限公司1取得投资收益所致。2、报告期内，预计非经常性损益对公司净利润的影响金额约为人民币9,607.22万元，主要原因是出售子公司深圳市创维群欣安防科技股份有限公司取得税后投资收益人民币9,191.28万元。",1
000810.SZ,20210415,20210331,预增,73.48,129.99,13200.0,17500.0,7609.08,20210415,预计净利润13200-17500万,"1、2021年第一季度净利润比上年同期有较大幅度增长，基于本报告期主营业务收入同比上年同期增长，且出售子公司深圳市创维群欣安防科技股份有限公司1取得投资收益所致。2、报告期内，预计非经常性损益对公司净利润的影响金额约为人民币9,607.22万元，主要原因是出售子公司深圳市创维群欣安防科技股份有限公司取得税后投资收益人民币9,191.28万元。",0
000810.SZ,20200131,20191231,预增,65.83,111.06,55000.0,70000.0,33166.17,20200131,预计净利润55000-70000万,公司2019年度净利润业绩同比大幅增长，基于公司产品与销售结构的优化，主营业务增长，毛利率提升等所致。,0
