ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
600897.SH,20240710,20240630,预增,37.0,65.0,22800.0,27400.0,16641.0,20240710,预计:净利润22800-27400,"报告期内，厦门机场三大生产指标持续恢复中，1-6月共完成飞机运输起降9.34万架次、旅客吞吐量1,351.07万人次、货邮吞吐量17.84万吨。此外，公司积极进行精益化成本控制，不断增强公司经营管理效益。",1
600897.SH,20240710,20240630,预增,37.0,65.0,22800.0,27400.0,16641.0,20240710,预计:净利润22800-27400,"报告期内，厦门机场三大生产指标持续恢复中，1-6月共完成飞机运输起降9.34万架次、旅客吞吐量1,351.07万人次、货邮吞吐量17.84万吨。此外，公司积极进行精益化成本控制，不断增强公司经营管理效益。",0
600897.SH,20240125,20231231,预增,1042.0,1270.0,32100.0,38500.0,2810.0,20240125,预计:净利润32100-38500,"本期业绩预增的主要原因报告期内，受益于民航业整体复苏，公司三大生产指标同比增长显著，2023年共完成飞机运输起降17.75万架次、旅客吞吐量2,410.41万人次、货邮吞吐量31.44万吨，同比增长81.93%、138.05%、19.95%，公司收入大幅增长，经营业绩改善明显。",1
600897.SH,20240125,20231231,预增,1042.0,1270.0,32100.0,38500.0,2810.0,20240125,预计:净利润32100-38500,"本期业绩预增的主要原因报告期内，受益于民航业整体复苏，公司三大生产指标同比增长显著，2023年共完成飞机运输起降17.75万架次、旅客吞吐量2,410.41万人次、货邮吞吐量31.44万吨，同比增长81.93%、138.05%、19.95%，公司收入大幅增长，经营业绩改善明显。",0
600897.SH,20230714,20230630,预增,1661.0,2007.0,15800.0,18900.0,897.0,20230714,预计:净利润15800-18900,本期业绩预增的主要原因报告期内，受益于民航业整体复苏，公司三大生产指标同比增长显著，共完成飞机运输起降8.65万架次、旅客吞吐量1143.15万人次、货邮吞吐量14.19万吨，同比增长91.09%、157.10%、4.81%，公司收入大幅增长，经营业绩改善明显。,1
600897.SH,20230714,20230630,预增,1661.0,2007.0,15800.0,18900.0,897.0,20230714,预计:净利润15800-18900,本期业绩预增的主要原因报告期内，受益于民航业整体复苏，公司三大生产指标同比增长显著，共完成飞机运输起降8.65万架次、旅客吞吐量1143.15万人次、货邮吞吐量14.19万吨，同比增长91.09%、157.10%、4.81%，公司收入大幅增长，经营业绩改善明显。,0
600897.SH,20230131,20221231,预减,-85.0,-78.0,2100.0,3100.0,14172.0,20230131,预计:净利润2100-3100,2022年受新冠疫情影响，公司生产经营数据下跌明显，报告期内共完成航班运输起降9.75万架次、旅客吞吐量1012.56万人次、货邮吞吐量26.21万吨，同比分别减少22.54%、32.28%、12.00%，由此导致公司航空性收入、租赁收入等非航空性收入大幅下降。,1
600897.SH,20230131,20221231,预减,-85.0,-78.0,2100.0,3100.0,14172.0,20230131,预计净利润2100-3100万,2022年受新冠疫情影响，公司生产经营数据下跌明显，报告期内共完成航班运输起降9.75万架次、旅客吞吐量1012.56万人次、货邮吞吐量26.21万吨，同比分别减少22.54%、32.28%、12.00%，由此导致公司航空性收入、租赁收入等非航空性收入大幅下降。,0
600897.SH,20220715,20220630,预减,-95.0,-93.0,759.0,1027.0,14448.0,20220715,预计:净利润759-1027,2022年上半年受新冠肺炎疫情影响，生产经营数据下跌明显。报告期内，厦门空港共完成航班运输起降4.53万架次、旅客吞吐量444.64万人次、货邮吞吐量13.54万吨，同比分别减少40.73%、53.59%、16.39%，由此导致航空性收入、租赁收入等非航空性收入大幅下降。,1
600897.SH,20220715,20220630,预减,-95.0,-93.0,759.0,1027.0,14448.0,20220715,预计净利润759-1027万,2022年上半年受新冠肺炎疫情影响，生产经营数据下跌明显。报告期内，厦门空港共完成航班运输起降4.53万架次、旅客吞吐量444.64万人次、货邮吞吐量13.54万吨，同比分别减少40.73%、53.59%、16.39%，由此导致航空性收入、租赁收入等非航空性收入大幅下降。,0
600897.SH,20210430,20210630,不确定,,,,,1422.1299,20210430,不确定,报告期内，公司整体生产经营情况与上年同期相比有较大好转，但新冠肺炎疫情的不确定性将对公司年初至下一报告期期末的净利润产生不确定性影响,1
600897.SH,20210430,20210630,不确定,,,,,1422.1299,20210430,不确定,报告期内，公司整体生产经营情况与上年同期相比有较大好转，但新冠肺炎疫情的不确定性将对公司年初至下一报告期期末的净利润产生不确定性影响,0
600897.SH,20210130,20201231,预减,-71.64,-64.69,14700.0,18300.0,51832.7931,20201030,预计净利润14700-18300万,2020年受新冠肺炎疫情影响，生产经营数据下跌明显。报告期内，厦门空港共完成航班运输起降13.80万架次、旅客吞吐量1671.02万人次、货邮吞吐量27.83万吨，同比分别减少27.83%、39.04%、15.79%，由此导致航空性收入、租赁收入等非航空性收入大幅下降。,1
600897.SH,20201030,20201231,不确定,,,,,51832.7931,20201030,不确定,新冠肺炎疫情将对公司年初至下一报告期期末的净利润产生不利影响，影响的程度和时间暂无法预测。,1
600897.SH,20200828,20200930,不确定,,,,,39768.2006,20200828,不确定,新冠肺炎疫情将对公司年初至下一报告期期末的净利润产生不利影响，影响的程度和时间暂无法预测。,0
600897.SH,20200417,20200630,不确定,,,,,26016.9781,20200417,不确定,新冠肺炎疫情将对公司年初至下一报告期期末的净利润产生不利影响，影响的程度和时间暂无法预测。,0
