ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
300763.SZ,20240628,20240630,略减,-48.14,-36.18,32529.0,40029.0,62718.82,20240628,预计:净利润32529-40029,"1、公司2024年1-3月已实现归属于上市公司股东的净利润为2,028.62万元，公司预计2024年4-6月份归属于上市公司股东的净利润为30,500.00万元—38,000.00万元，主要系公司本报告期光伏和储能逆变器的接单量持续向好，海外出货占比提升，随着公司产能的提升及供应链的改善，产品出货量增长；同时新能源电力生产及户用光伏发电系统业务也得到持续改善，2024年4-6月份归属于上市公司股东的净利润较上年同期有所提升。2、公司预计2024年1-6月非经常性损益对净利润的影响金额约为3,185.58万元，主要为分布式光伏系统处置损益及公司获得的政府补助等，上年同期非经常性损益对净利润的影响金额为-2,027.52万元。",1
300763.SZ,20240628,20240630,略减,-48.14,-36.18,32529.0,40029.0,62718.82,20240628,预计:净利润32529-40029,"1、公司2024年1-3月已实现归属于上市公司股东的净利润为2,028.62万元，公司预计2024年4-6月份归属于上市公司股东的净利润为30,500.00万元—38,000.00万元，主要系公司本报告期光伏和储能逆变器的接单量持续向好，海外出货占比提升，随着公司产能的提升及供应链的改善，产品出货量增长；同时新能源电力生产及户用光伏发电系统业务也得到持续改善，2024年4-6月份归属于上市公司股东的净利润较上年同期有所提升。2、公司预计2024年1-6月非经常性损益对净利润的影响金额约为3,185.58万元，主要为分布式光伏系统处置损益及公司获得的政府补助等，上年同期非经常性损益对净利润的影响金额为-2,027.52万元。",0
300763.SZ,20230119,20221231,预增,119.49,132.15,104000.0,110000.0,47383.35,20230119,预计:净利润104000-110000,"1、报告期内，公司所从事的组串式并网逆变器及储能逆变器的市场需求快速增长，内外销需求旺盛。随着公司新建产能的释放，公司产品的交付能力大幅提升。公司坚持全球化均衡布局，紧抓市场热点区域，持续发布具有市场竞争力的机型和产品，产品竞争力不断增强，产品出货量持续增加，公司营业收入和盈利能力快速提升。2、公司预计2022年度非经常性损益对净利润的影响金额约为1,405.84万元，主要为远期结售汇业务损益及公司获得的政府补助等，上年同期非经常性损益对净利润的影响金额为8,180.80万元。",1
300763.SZ,20230119,20221231,预增,119.49,132.15,104000.0,110000.0,47383.35,20230119,预计净利润104000-110000万,"1、报告期内，公司所从事的组串式并网逆变器及储能逆变器的市场需求快速增长，内外销需求旺盛。随着公司新建产能的释放，公司产品的交付能力大幅提升。公司坚持全球化均衡布局，紧抓市场热点区域，持续发布具有市场竞争力的机型和产品，产品竞争力不断增强，产品出货量持续增加，公司营业收入和盈利能力快速提升。2、公司预计2022年度非经常性损益对净利润的影响金额约为1,405.84万元，主要为远期结售汇业务损益及公司获得的政府补助等，上年同期非经常性损益对净利润的影响金额为8,180.80万元。",0
300763.SZ,20221013,20220930,预增,91.45,98.34,69500.0,72000.0,36302.08,20221013,预计:净利润69500-72000,"1、报告期内，新能源领域保持高速增长态势，公司从事的组串式并网逆变器及储能逆变器的市场需求快速增长。公司始终坚持以产品为中心，发展“锦浪”和“Solis”双自主品牌的全球化战略布局，持续提升产品竞争力和市场占有率，产品出货量持续增加，公司的盈利能力快速提升。2、公司预计2022年前三季度非经常性损益对净利润的影响金额约为-1,084.17万元，主要为远期结售汇业务损益及公司获得的政府补助等，上年同期非经常性损益对净利润的影响金额为6,165.25万元。3、公司预计2022年第三季度非经常性损益对净利润的影响金额约为-3,979.53万元，主要为远期结售汇业务损益等的影响。",1
300763.SZ,20221013,20220930,预增,91.45,98.34,69500.0,72000.0,36302.08,20221013,预计净利润69500-72000万,"1、报告期内，新能源领域保持高速增长态势，公司从事的组串式并网逆变器及储能逆变器的市场需求快速增长。公司始终坚持以产品为中心，发展“锦浪”和“Solis”双自主品牌的全球化战略布局，持续提升产品竞争力和市场占有率，产品出货量持续增加，公司的盈利能力快速提升。2、公司预计2022年前三季度非经常性损益对净利润的影响金额约为-1,084.17万元，主要为远期结售汇业务损益及公司获得的政府补助等，上年同期非经常性损益对净利润的影响金额为6,165.25万元。3、公司预计2022年第三季度非经常性损益对净利润的影响金额约为-3,979.53万元，主要为远期结售汇业务损益等的影响。",0
300763.SZ,20220715,20220630,预增,63.77,72.17,39000.0,41000.0,23814.07,20220715,预计:净利润39000-41000,"1、随着国内外新增光伏装机量持续增长，分布式逆变器市场需求旺盛，其中海外储能逆变器需求增长特别快速。公司竞争力不断增强，市占率近年来持续快速上升。报告期内公司并网和储能逆变器产能及交付能力较上年同期大幅提升，订单饱满，营业收入和归属于上市公司股东的净利润均大幅增长。2、公司预计2022年上半年非经常性损益对净利润的影响金额约为3,462.11万元，主要为公司获得的政府补助及远期结售汇业务损益等，上年同期非经常性损益对净利润的影响金额为3,582.41万元。",1
300763.SZ,20220715,20220630,预增,63.77,72.17,39000.0,41000.0,23814.07,20220715,预计净利润39000-41000万,"1、随着国内外新增光伏装机量持续增长，分布式逆变器市场需求旺盛，其中海外储能逆变器需求增长特别快速。公司竞争力不断增强，市占率近年来持续快速上升。报告期内公司并网和储能逆变器产能及交付能力较上年同期大幅提升，订单饱满，营业收入和归属于上市公司股东的净利润均大幅增长。2、公司预计2022年上半年非经常性损益对净利润的影响金额约为3,462.11万元，主要为公司获得的政府补助及远期结售汇业务损益等，上年同期非经常性损益对净利润的影响金额为3,582.41万元。",0
300763.SZ,20220114,20211231,预增,43.03,68.18,45500.0,53500.0,31810.42,20220114,预计:净利润45500-53500,"1、报告期内，公司产品内外销需求旺盛，整体订单量饱满，公司克服芯片紧缺、收汇币种汇率下行等不利影响，积极应对供应链端压力并扩充产能以提升产品的交付能力；公司坚持以产品为中心的战略导向，加大研发投入，持续维持良好的品牌知名度，提升产品的市场竞争力，产品出货量得以大幅上升，公司营业收入和归属于母公司的净利润实现持续增长。2、公司预计2021年度非经常性损益对净利润的影响金额约为7,500.00万元，主要为远期结售汇业务损益及公司获得的政府补助等，上年同期非经常性损益对净利润的影响金额为3,900.18万元。",1
300763.SZ,20220114,20211231,预增,43.03,68.18,45500.0,53500.0,31810.42,20220114,预计净利润45500-53500万,"1、报告期内，公司产品内外销需求旺盛，整体订单量饱满，公司克服芯片紧缺、收汇币种汇率下行等不利影响，积极应对供应链端压力并扩充产能以提升产品的交付能力；公司坚持以产品为中心的战略导向，加大研发投入，持续维持良好的品牌知名度，提升产品的市场竞争力，产品出货量得以大幅上升，公司营业收入和归属于母公司的净利润实现持续增长。2、公司预计2021年度非经常性损益对净利润的影响金额约为7,500.00万元，主要为远期结售汇业务损益及公司获得的政府补助等，上年同期非经常性损益对净利润的影响金额为3,900.18万元。",0
