ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
600057.SH,20221019,20220930,略增,27.0,33.0,211000.0,220000.0,165617.5819,20221019,预计:净利润211000-220000,报告期内，面对新冠疫情反复、地缘局势紧张、大宗商品价格波动等多重挑战，公司保持战略定力，凭借优质的客户结构、多元的商品组合、完善的风控体系，有效应对产业周期波动和外部风险事项，整体经营保持稳健。在此基础上，公司抓住机遇拓展市场份额、挖潜业务机会，农产品、新能源、铝等供应链业绩实现较大增长。,1
600057.SH,20221019,20220930,略增,27.0,33.0,211000.0,220000.0,165617.5819,20221019,预计净利润211000-220000万,报告期内，面对新冠疫情反复、地缘局势紧张、大宗商品价格波动等多重挑战，公司保持战略定力，凭借优质的客户结构、多元的商品组合、完善的风控体系，有效应对产业周期波动和外部风险事项，整体经营保持稳健。在此基础上，公司抓住机遇拓展市场份额、挖潜业务机会，农产品、新能源、铝等供应链业绩实现较大增长。,0
600057.SH,20220714,20220630,略增,17.0,22.0,133000.0,139000.0,113700.0,20220714,预计:净利润133000-139000,上年同期，公司有股权转让收益，影响归母净利润约1.44亿元，还原该影响因素后，公司归母净利润同比增加3.37亿元～3.97亿元，同比增长34%～40%。2022年上半年，面对疫情影响，公司整体经营保持稳健，部分业务顺延至第三季度体现经营结果。2022年半年度经营业绩增长的主要原因系：1、公司优化商品结构，提升服务能力，筑牢风控防线；2、公司优化业务结构，挖掘供应链多元服务价值，销售净利率水平不断提升；3、金属矿产供应链表现突出，其中不锈钢和新能源供应链业绩贡献大幅增长。,1
600057.SH,20220714,20220630,略增,17.0,22.0,133000.0,139000.0,113700.0,20220714,预计净利润133000-139000万,上年同期，公司有股权转让收益，影响归母净利润约1.44亿元，还原该影响因素后，公司归母净利润同比增加3.37亿元～3.97亿元，同比增长34%～40%。2022年上半年，面对疫情影响，公司整体经营保持稳健，部分业务顺延至第三季度体现经营结果。2022年半年度经营业绩增长的主要原因系：1、公司优化商品结构，提升服务能力，筑牢风控防线；2、公司优化业务结构，挖掘供应链多元服务价值，销售净利率水平不断提升；3、金属矿产供应链表现突出，其中不锈钢和新能源供应链业绩贡献大幅增长。,0
600057.SH,20220414,20220331,略增,29.0,33.0,45600.0,47000.0,35374.4989,20220414,预计:净利润45600-47000,公司本期营业收入和归属于上市公司股东的净利润均较上年同期增长，且利润增速高于营收增速，主要原因是：1、公司优化商品结构，提升服务能力，营业收入和净利润均同比增长；2、公司优化业务结构，挖掘供应链多元服务价值，销售净利率水平同比提升；3、本期金属矿产供应链经营业绩突出，其中新能源供应链业绩大幅增长。,1
600057.SH,20220414,20220331,略增,29.0,33.0,45600.0,47000.0,35374.4989,20220414,预计净利润45600-47000万,公司本期营业收入和归属于上市公司股东的净利润均较上年同期增长，且利润增速高于营收增速，主要原因是：1、公司优化商品结构，提升服务能力，营业收入和净利润均同比增长；2、公司优化业务结构，挖掘供应链多元服务价值，销售净利率水平同比提升；3、本期金属矿产供应链经营业绩突出，其中新能源供应链业绩大幅增长。,0
600057.SH,20220113,20211231,预增,51.0,70.0,196000.0,221000.0,130000.0,20220113,预计:净利润196000-221000,2021年，公司锚定制造业企业“稳定货源、组合供应、快速分销、降低成本、控制风险、综合服务”的核心诉求，持续深化以“全产业链服务”为核心的业务模式，坚持向供应链服务商转型，通过持续推进数智化战略不断巩固“渠道、物流、风控、科技、团队”方面的竞争优势，营业收入稳步增长，业务结构、客户结构、盈利结构不断优化，商品结构日益丰富，销售净利率水平明显提升，提质增效取得成效。公司预计2021年非经常性损益约为0.2亿元，主要系：（1）公司为配套主营业务现货经营，运用期货工具和外汇合约对冲大宗商品价格及汇率波动风险，相应产生的公允价值变动损益及处置损益，该损益与主营业务经营损益密切相关；（2）公司的控股子公司上海象屿物流发展有限责任公司增资扩股，公司放弃增资权，其由公司控股子公司变成参股公司，公司按照企业会计准则确认投资收益。,1
600057.SH,20220113,20211231,预增,51.0,70.0,196000.0,221000.0,130000.0,20220113,预计净利润196000-221000万,2021年，公司锚定制造业企业“稳定货源、组合供应、快速分销、降低成本、控制风险、综合服务”的核心诉求，持续深化以“全产业链服务”为核心的业务模式，坚持向供应链服务商转型，通过持续推进数智化战略不断巩固“渠道、物流、风控、科技、团队”方面的竞争优势，营业收入稳步增长，业务结构、客户结构、盈利结构不断优化，商品结构日益丰富，销售净利率水平明显提升，提质增效取得成效。公司预计2021年非经常性损益约为0.2亿元，主要系：（1）公司为配套主营业务现货经营，运用期货工具和外汇合约对冲大宗商品价格及汇率波动风险，相应产生的公允价值变动损益及处置损益，该损益与主营业务经营损益密切相关；（2）公司的控股子公司上海象屿物流发展有限责任公司增资扩股，公司放弃增资权，其由公司控股子公司变成参股公司，公司按照企业会计准则确认投资收益。,0
600057.SH,20210714,20210630,预增,56.0,74.0,104000.0,116000.0,66667.91,20210714,预计:净利润104000-116000,"公司本期净利润增加的主要原因是：公司聚焦下游核心终端客户，持续深化供应链综合服务,粮食、煤炭、金属等板块营业规模稳步增长，盈利能力进一步提升，提质增效成效逐步显现。公司预计2021年半年度非经常性损益约为-0.4亿元，主要是：（1）公司为配套主营业务现货经营，运用期货工具和外汇合约对冲大宗商品价格及汇率波动风险，相应产生的公允价值变动损益及处置损益，该损益与主营业务经营损益密切相关；（2）公司的控股子公司上海象屿物流发展有限责任公司增资扩股，公司放弃增资权，其由公司控股子公司变成参股公司，公司按照企业会计准则确认投资收益。",1
600057.SH,20210714,20210630,预增,56.0,74.0,104000.0,116000.0,66667.91,20210714,预计净利润104000-116000万,"公司本期净利润增加的主要原因是：公司聚焦下游核心终端客户，持续深化供应链综合服务,粮食、煤炭、金属等板块营业规模稳步增长，盈利能力进一步提升，提质增效成效逐步显现。公司预计2021年半年度非经常性损益约为-0.4亿元，主要是：（1）公司为配套主营业务现货经营，运用期货工具和外汇合约对冲大宗商品价格及汇率波动风险，相应产生的公允价值变动损益及处置损益，该损益与主营业务经营损益密切相关；（2）公司的控股子公司上海象屿物流发展有限责任公司增资扩股，公司放弃增资权，其由公司控股子公司变成参股公司，公司按照企业会计准则确认投资收益。",0
