ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
300081.SZ,20260130,20251231,续亏,-37.15,-5.39,-47500.0,-36500.0,-34633.3,20260130,预计:净利润-47500--36500,报告期内，公司通过持续推进降本增效，期间费用同比有所下降。然而，受多重因素影响，整体业绩仍出现同比下滑，主要原因如下：1.算力系统集成及技术服务业务仍处培育期，收入规模未达预期，而相关资产折旧等固定运营成本持续发生，导致该业务毛利为负，拉低整体营业利润；2.互联网视频应用产品及服务收入虽保持增长，但毛利率有所下降；同时，该业务板块相关资产存在商誉减值迹象，预计计提减值将对当期损益产生负面影响；3.财务费用因未确认融资费用的会计处理而同比显著增加，叠加市场波动导致金融资产公允价值下降，进一步拉低当期净利润。综上，上述因素共同导致公司本期净利润承压。未来公司将聚焦核心业务，加强市场开拓、运营优化与成本管控，推动各业务板块提质增效，力争实现业绩逐步改善。,0
300081.SZ,20250122,20241231,续亏,-54.98,-20.14,-43600.0,-33800.0,-28132.81,20250122,预计:净利润-43600--33800,公司2024年业绩较上年同期下降的原因，主要是由于报告期内，互联网视频应用产品及服务业务收入增速放缓，成本费用增加，导致该业务利润大幅下降，进而致使商誉减值。公司该业务板块中，手机看店业务因用户大幅减少、分成比例下降以及售后维护成本增加等原因，致使该业务的运营类收入及毛利大幅下滑；终端集采类业务对收入、毛利贡献有所降低；系统集成类项目由于验收进程缓慢，结算周期增长，造成项目整体毛利下降；受客户流动性紧张影响，应收账款回款慢，进而使得信用减值损失计提金额有所增加。,0
300081.SZ,20240130,20231231,续亏,28.69,52.46,-30000.0,-20000.0,-42067.13,20240130,预计:净利润-30000--20000,报告期内，公司顺应国家数字基础设施建设发展趋势，继续推进以“艺术创意+视觉技术”为驱动的数字创意产业发展战略。归属于上市公司股东的净利润较上期增长，主要是由于本期计提资产减值准备较上年同期减少；公司互联网视频应用产品及服务业务收入同比有所提升；数字创意产品应用及服务业务收入较上年有所增长。最终金额须经公司聘请评估机构及审计机构进行评估和审计后确定。,1
300081.SZ,20240130,20231231,续亏,28.69,52.46,-30000.0,-20000.0,-42067.13,20240130,预计:净利润-30000--20000,报告期内，公司顺应国家数字基础设施建设发展趋势，继续推进以“艺术创意+视觉技术”为驱动的数字创意产业发展战略。归属于上市公司股东的净利润较上期增长，主要是由于本期计提资产减值准备较上年同期减少；公司互联网视频应用产品及服务业务收入同比有所提升；数字创意产品应用及服务业务收入较上年有所增长。最终金额须经公司聘请评估机构及审计机构进行评估和审计后确定。,0
300081.SZ,20230131,20221231,续亏,-1.291,12.3443,-52000.0,-45000.0,-51337.24,20230131,预计:净利润-52000--45000,"1、本报告期内主营业务分析报告期内，公司主营业务利润亏损，主要原因是：（1）受疫情影响，公司数字创意产品应用及服务业务收入同比下降较多，一方面是因为原有项目验收一再延迟，另一方面是因为新项目实施进度缓慢，整体影响了收入确认进度；此外受后疫情时代的影响，大量幼儿园所和儿童素质教育培训机构并未迅速从经营困难中恢复过来，公司VR教育及AI合家欢平台应用产品本报告期销售收入依然不理想，而对应的运维成本相对固定，导致该业务板块毛利亏损较大。（2）本报告期，公司互联网视频应用产品及服务业务收入同比有所下滑，主要是由于平台运营服务收入有所下降；此外受疫情影响，上半年产品原材料紧缺供应困难，导致成本增加，并且客户销售渠道大面积暂停，导致全年终端销售收入大幅度下降，影响了该业务板块收入及利润的实现。2、本报告期内非主营业务分析（1）信用减值损失公司按照会计政策计提信用减值损失，预计计提信用减值损失约4,000万元左右。（2）存货减值损失报告期内公司根据目前的经济形势和销售情况并结合存货未来盈利模式，对存货进行了减值测试，预计计提存货跌价损失约为15,000万元左右。（3）无形资产减值损失报告期内公司根据各产品的业务开展情况及预计未来的销售情况，对无形资产进行了减值测试，预计计提无形资产减值损失约为6,000万元左右。（4）商誉及其他长期资产减值准备报告期末，基于2022年度的经营情况、财务状况及未来的行业情况对投资企业、其他长期资产及商誉进行了减值测试。经测试，部分长期资产和投资企业存在减值迹象并在报告期末计提长期资产减值损失。预计减值金额约为14,000万元。截止目前相关的减值测试尚在进行中，最终资产减值损失计提将由公司聘请的具备证券期货从业资格的评估机构及审计机构进行评估和审计后确定。3、非经常性损益影响本报告期内，非经常性损益对公司净利润的影响金额为-1,500万元左右。",1
300081.SZ,20230131,20221231,续亏,-1.291,12.3443,-52000.0,-45000.0,-51337.24,20230131,预计净利润-52000~-45000万,"1、本报告期内主营业务分析报告期内，公司主营业务利润亏损，主要原因是：（1）受疫情影响，公司数字创意产品应用及服务业务收入同比下降较多，一方面是因为原有项目验收一再延迟，另一方面是因为新项目实施进度缓慢，整体影响了收入确认进度；此外受后疫情时代的影响，大量幼儿园所和儿童素质教育培训机构并未迅速从经营困难中恢复过来，公司VR教育及AI合家欢平台应用产品本报告期销售收入依然不理想，而对应的运维成本相对固定，导致该业务板块毛利亏损较大。（2）本报告期，公司互联网视频应用产品及服务业务收入同比有所下滑，主要是由于平台运营服务收入有所下降；此外受疫情影响，上半年产品原材料紧缺供应困难，导致成本增加，并且客户销售渠道大面积暂停，导致全年终端销售收入大幅度下降，影响了该业务板块收入及利润的实现。2、本报告期内非主营业务分析（1）信用减值损失公司按照会计政策计提信用减值损失，预计计提信用减值损失约4,000万元左右。（2）存货减值损失报告期内公司根据目前的经济形势和销售情况并结合存货未来盈利模式，对存货进行了减值测试，预计计提存货跌价损失约为15,000万元左右。（3）无形资产减值损失报告期内公司根据各产品的业务开展情况及预计未来的销售情况，对无形资产进行了减值测试，预计计提无形资产减值损失约为6,000万元左右。（4）商誉及其他长期资产减值准备报告期末，基于2022年度的经营情况、财务状况及未来的行业情况对投资企业、其他长期资产及商誉进行了减值测试。经测试，部分长期资产和投资企业存在减值迹象并在报告期末计提长期资产减值损失。预计减值金额约为14,000万元。截止目前相关的减值测试尚在进行中，最终资产减值损失计提将由公司聘请的具备证券期货从业资格的评估机构及审计机构进行评估和审计后确定。3、非经常性损益影响本报告期内，非经常性损益对公司净利润的影响金额为-1,500万元左右。",0
300081.SZ,20220129,20211231,续亏,12.2689,37.6135,-45000.0,-32000.0,-51293.12,20220129,预计:净利润-45000--32000,"1、本报告期内主营业务分析报告期内，公司营业收入较上年同期有所增长，主要是因为LBE（LocationBasedEntertainment）城市新娱乐业务、互联网视频应用产品及服务业务的营业收入较上年同期增长所致。公司主营业务利润亏损，主要原因是：（1）公司LBE城市新娱乐业务板块虽然整体营收较上年有所增长，新签订合同增加，但疫情等因素导致项目实施周期明显延长，影响了预期收入和利润的实现。其中，受影响最大的是珠海横琴中医药科技创意博物馆项目，由于疫情反复导致预定的甲方竣工验收时间屡次拖延，工期延长，项目人力等成本增加，导致该项目报告期内的毛利润为负，该业务板块整体毛利润较低。（2）公司儿童合家欢教育产品受市场不景气和教育部政策原因影响，销售收入下滑严重，团队研发成本、运维成本相对固定，导致该业务板块毛利亏损较大。（3）报告期内期间费用较上年同期增加，主要是因为无形资产和长期待摊费用摊销增加所致。2、本报告期内非主营业务分析（1）信用减值损失公司按照会计政策计提信用减值损失，受客户市场环境变化影响，部分客户因自身经营原因导致回款周期过长，公司对应收款项坏账准备计提较上年同期有所增加，预计计提信用减值损失约8,000万元。（2）商誉减值准备和长期股权投资减值准备报告期末，基于2021年度的经营情况、财务状况及未来的行业情况对联营企业及包含商誉的资产组进行减值测试，经测试，公司发现部分资产组和联营企业存在减值迹象并在报告期末计提商誉减值准备和资产减值损失。预计影响利润约为15,000万元。（3）存货减值损失报告期内公司根据会计政策并结合存货未来盈利模式，对存货进行了减值测试，计提存货跌价损失约为4,300万元。（4）公允价值变动损益根据《企业会计准则第22号—金融工具确认和计量》的相关要求，公司对交易性金融资产及非流动金融资产进行公允价值核算，本期确认公允价值变动收益为4,600万元左右。截止目前相关的减值测试尚在进行中，最终资产减值损失计提将由公司聘请的具备证券期货从业资格的评估机构及审计机构进行评估和审计后确定。3、非经常性损益影响本报告期内，非经常性损益对公司净利润的影响金额为2,000万元左右。",1
300081.SZ,20220129,20211231,续亏,12.2689,37.6135,-45000.0,-32000.0,-51293.12,20220129,预计净利润-45000~-32000万,"1、本报告期内主营业务分析报告期内，公司营业收入较上年同期有所增长，主要是因为LBE（LocationBasedEntertainment）城市新娱乐业务、互联网视频应用产品及服务业务的营业收入较上年同期增长所致。公司主营业务利润亏损，主要原因是：（1）公司LBE城市新娱乐业务板块虽然整体营收较上年有所增长，新签订合同增加，但疫情等因素导致项目实施周期明显延长，影响了预期收入和利润的实现。其中，受影响最大的是珠海横琴中医药科技创意博物馆项目，由于疫情反复导致预定的甲方竣工验收时间屡次拖延，工期延长，项目人力等成本增加，导致该项目报告期内的毛利润为负，该业务板块整体毛利润较低。（2）公司儿童合家欢教育产品受市场不景气和教育部政策原因影响，销售收入下滑严重，团队研发成本、运维成本相对固定，导致该业务板块毛利亏损较大。（3）报告期内期间费用较上年同期增加，主要是因为无形资产和长期待摊费用摊销增加所致。2、本报告期内非主营业务分析（1）信用减值损失公司按照会计政策计提信用减值损失，受客户市场环境变化影响，部分客户因自身经营原因导致回款周期过长，公司对应收款项坏账准备计提较上年同期有所增加，预计计提信用减值损失约8,000万元。（2）商誉减值准备和长期股权投资减值准备报告期末，基于2021年度的经营情况、财务状况及未来的行业情况对联营企业及包含商誉的资产组进行减值测试，经测试，公司发现部分资产组和联营企业存在减值迹象并在报告期末计提商誉减值准备和资产减值损失。预计影响利润约为15,000万元。（3）存货减值损失报告期内公司根据会计政策并结合存货未来盈利模式，对存货进行了减值测试，计提存货跌价损失约为4,300万元。（4）公允价值变动损益根据《企业会计准则第22号—金融工具确认和计量》的相关要求，公司对交易性金融资产及非流动金融资产进行公允价值核算，本期确认公允价值变动收益为4,600万元左右。截止目前相关的减值测试尚在进行中，最终资产减值损失计提将由公司聘请的具备证券期货从业资格的评估机构及审计机构进行评估和审计后确定。3、非经常性损益影响本报告期内，非经常性损益对公司净利润的影响金额为2,000万元左右。",0
300081.SZ,20210716,20210630,扭亏,120.51,129.48,800.0,1150.0,-3901.25,20210716,预计:净利润800-1150,"2021年半年度公司预计归属于上市公司股东的净利润为800万元至1,150万元，较上年同期增长120.51%至129.48%，其主要原因为：1、本期营业收入较上年同期上升，影响本报告期毛利上升，增加了净利润。2、公司本报告期转让交易性金融资产——易视腾文化发展无锡有限公司1%的股权，并对剩余股权以公允价值重新计量，增加了本报告期的投资收益及公允价值变动损益，合计增加本期净利润5,073万元。3、公司预计本报告期非经常性损益对归属于上市公司股东的净利润的影响金额约5,500万元。",1
300081.SZ,20210716,20210630,扭亏,120.51,129.48,800.0,1150.0,-3901.25,20210716,预计净利润800-1150万,"2021年半年度公司预计归属于上市公司股东的净利润为800万元至1,150万元，较上年同期增长120.51%至129.48%，其主要原因为：1、本期营业收入较上年同期上升，影响本报告期毛利上升，增加了净利润。2、公司本报告期转让交易性金融资产——易视腾文化发展无锡有限公司1%的股权，并对剩余股权以公允价值重新计量，增加了本报告期的投资收益及公允价值变动损益，合计增加本期净利润5,073万元。3、公司预计本报告期非经常性损益对归属于上市公司股东的净利润的影响金额约5,500万元。",0
