ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
600960.SH,20260131,20251231,扭亏,112.2653,114.8766,15500.0,18800.0,-126373.04,20260131,预计:净利润15500-18800,"公司预计2025年度归属于上市公司股东的净利润为15,500万元到18,800万元，主要原因系报告期德国子公司渤海国际和BTAH不再纳入合并报表范围，“超额亏损”转回形成投资收益。根据证监会会计部《上市公司执行企业会计准则监管问题解答（2009年第1期）》（会计部函[2009]48号），对于新会计准则实施后已在利润表内确认的子公司超额亏损，在转让该子公司时可以将转让价款与已确认超额亏损的差额作为投资收益计入当期合并利润表，渤海国际和BTAH形成的超额亏损（“超额亏损”是指企业经营资不抵债情况下，所有者权益合计数低于零的负数额）在其出表年度形成投资收益。前述“超额亏损”相关事项的具体内容详见：渤海汽车关于对上海证券交易所《关于渤海汽车系统股份有限公司2024年年度报告信息披露监管问询函》的回复公告，公告编号2025-050。公司预计2025年度归属于上市公司股东扣除非经常性损益后的净利润为-10,500万元到-8,800万元，主要受以下三方面因素影响：一是子公司滨州轻量化因报告期内新增设备陆续投入使用导致折旧增加，并计提部分应收账款减值，导致本报告期亏损；二是子公司泰安启程报告期内依然受到中美贸易摩擦、市场需求低迷的影响，订单减少，收入下降，仍处于亏损状态；三是公司在报告期内实施重大资产重组项目，中介费用支出增加。",0
600960.SH,20250715,20250630,扭亏,338.1862,389.3521,27000.0,32800.0,-11335.67,20250715,预计:净利润27000-32800,公司2025年半年度业绩变动的主要原因系德国子公司BTAH不再纳入合并报表范围，“超额亏损”转回形成投资收益。2025年4月19日，公司德国子公司BTAH收到德国地方法院破产裁定书并指定了临时破产管理人，BTAH不再纳入公司合并报表，根据证监会会计部《上市公司执行企业会计准则监管问题解答（2009年第1期）》（会计部函[2009]48号），对于新会计准则实施后已在利润表内确认的子公司超额亏损，在转让该子公司时可以将转让价款与已确认超额亏损的差额作为投资收益计入当期合并利润表，BTAH形成的超额亏损（“超额亏损”是指企业经营资不抵债情况下，所有者权益合计数低于零的负数额）将在其出表年度形成投资收益。（前述“超额亏损”相关事项的具体内容详见：渤海汽车关于对上海证券交易所《关于渤海汽车系统股份有限公司2024年年度报告信息披露监管问询函》的回复公告，公告编号2025-050）,0
600960.SH,20250331,20241231,续亏,-619.2927,-493.5423,-143000.0,-118000.0,-19880.64,20250125,预计:净利润-143000--118000,因受俄乌冲突持续、德国汽车销量不及预期、原材料、劳动力和能源价格及供应链成本上涨等多重因素影响，公司德国子公司BTAH订单和营业收入下降，亏损额不断扩大。因受德国本土长期合作的主要机加工供应商突发向德国当地法院提交破产申请，并由当地法院指定了临时破产管理人的影响，BTAH出现流动性不足的情形，对上市公司整体发展构成较大负面影响。根据德国破产法相关规定，触发破产条件，为减少亏损，维护股东权益，公司第九届董事会第八次会议和第九届监事会第四次会议审议同意渤海国际和BTAH申请破产（尚需提交公司股东大会审议），具体内容详见公司同日披露的《关于子公司渤海国际和BTAH拟申请破产的提示性公告》（公告编号：2025-017）。,0
600960.SH,20250125,20241231,续亏,-148.9859,-101.2008,-49500.0,-40000.0,-19880.64,20250125,预计净利润-49500~-40000万,"受俄乌冲突、德国经济低迷、通货膨胀、市场需求疲软以及供应链成本上涨等多重不利因素的影响，2024年德国经济景气指数持续下降，公司德国子公司BTAH客户订单下降导致营业收入下降，叠加质量成本费用、人工成本增加等因素的影响，虽然公司采取了包括管理层调整、运营效率改善、产品结构调整、裁员及降本增效等多方面的改善措施，但仍难抵销德国汽车产业下滑态势和德国大众等头部整车客户订单下降带来的不利影响，2024年未能扭转经营不利的局面，BTAH持续亏损。公司子公司泰安启程的汽车轮毂主要出口美国售后市场，受中美贸易摩擦、市场需求低迷以及美国主要客户WPR重组等影响，订单减少，轮毂业务收入下降，叠加主要原材料铝价上涨，固定性成本费用难以摊薄，导致亏损。公司根据实际生产经营需要,对子公司人员进行调整与精简，致使2024年的辞退补偿费用增加。2024年根据子公司的实际情况，计提亏损合同和资产减值准备（详见公司同日于上海证券交易所网站（www.sse.com.cn）披露的相关公告，公告编号2025-005和2025-006）。",1
600960.SH,20250125,20241231,续亏,-148.9859,-101.2008,-49500.0,-40000.0,-19880.64,20250125,预计:净利润-49500--40000,"受俄乌冲突、德国经济低迷、通货膨胀、市场需求疲软以及供应链成本上涨等多重不利因素的影响，2024年德国经济景气指数持续下降，公司德国子公司BTAH客户订单下降导致营业收入下降，叠加质量成本费用、人工成本增加等因素的影响，虽然公司采取了包括管理层调整、运营效率改善、产品结构调整、裁员及降本增效等多方面的改善措施，但仍难抵销德国汽车产业下滑态势和德国大众等头部整车客户订单下降带来的不利影响，2024年未能扭转经营不利的局面，BTAH持续亏损。公司子公司泰安启程的汽车轮毂主要出口美国售后市场，受中美贸易摩擦、市场需求低迷以及美国主要客户WPR重组等影响，订单减少，轮毂业务收入下降，叠加主要原材料铝价上涨，固定性成本费用难以摊薄，导致亏损。公司根据实际生产经营需要,对子公司人员进行调整与精简，致使2024年的辞退补偿费用增加。2024年根据子公司的实际情况，计提亏损合同和资产减值准备（详见公司同日于上海证券交易所网站（www.sse.com.cn）披露的相关公告，公告编号2025-005和2025-006）。",0
600960.SH,20240710,20240630,续亏,-134.7817,-94.0275,-12386.0,-10236.0,-5275.54,20240710,预计:净利润-12386--10236,1、2024年上半年，国际形势复杂严峻、地缘政治冲突、德国经济持续低迷，受部分客户产品结构调整及订单减少、德国新能源汽车市场需求下降的影响，德国子公司BTAH的产销量下滑，营业收入下降；德国子公司BTAH部分产品质量的稳定性不及预期，由此造成的质量成本费用支出上升，营业成本增加；受德国通货膨胀影响，按德国金属工业工会要求支付的通胀补贴增加，人工成本上升，2024年上半年经营业绩亏损。2、公司子公司泰安启程的汽车轮毂主要出口美国售后市场，受中美贸易摩擦、市场萎缩等影响，轮毂业务营业收入下降，叠加主要原材料铝价格上涨，导致亏损。3、2024年上半年公司银行借款同比增加，叠加境外通货膨胀利率上涨、人民币兑欧元汇率贬值，导致财务费用增加。,1
600960.SH,20240710,20240630,续亏,-134.7817,-94.0275,-12386.0,-10236.0,-5275.54,20240710,预计:净利润-12386--10236,1、2024年上半年，国际形势复杂严峻、地缘政治冲突、德国经济持续低迷，受部分客户产品结构调整及订单减少、德国新能源汽车市场需求下降的影响，德国子公司BTAH的产销量下滑，营业收入下降；德国子公司BTAH部分产品质量的稳定性不及预期，由此造成的质量成本费用支出上升，营业成本增加；受德国通货膨胀影响，按德国金属工业工会要求支付的通胀补贴增加，人工成本上升，2024年上半年经营业绩亏损。2、公司子公司泰安启程的汽车轮毂主要出口美国售后市场，受中美贸易摩擦、市场萎缩等影响，轮毂业务营业收入下降，叠加主要原材料铝价格上涨，导致亏损。3、2024年上半年公司银行借款同比增加，叠加境外通货膨胀利率上涨、人民币兑欧元汇率贬值，导致财务费用增加。,0
600960.SH,20240131,20231231,续亏,-230.879,-174.6617,-20600.0,-17100.0,-6225.84,20240131,预计:净利润-20600--17100,（一）境外业务：受到俄乌冲突持续、欧洲通胀加剧、欧洲经济走弱和客户订单下降等多方面因素的影响，德国子公司面临着原材料成本、能源价格、人工成本和利息费用等全面上涨的多重压力，同时下游整车客户也面临着同样的压力，公司无法有效的将增加的成本费用向下游客户传递；另一方面，德国子公司近两年大力发展新业务和新产品，新产品集中上线试制、设备换型频繁，对运营效率、质量和成本控制等造成一定的不利影响，导致成本费用增加，经营亏损；（二）境内业务：子公司滨州轻量化的增量发展业务和产品处于产能及良品率爬坡阶段，尚未达到规模效应，厂房及设备等资产折旧摊销金额较高，单位产品固定成本相对较高，处于亏损状态；部分参股企业因受客户订单需求减少及价格降低的影响，利润下降，公司在权益法核算下确认的投资收益减少。,1
600960.SH,20240131,20231231,续亏,-230.879,-174.6617,-20600.0,-17100.0,-6225.84,20240131,预计:净利润-20600--17100,（一）境外业务：受到俄乌冲突持续、欧洲通胀加剧、欧洲经济走弱和客户订单下降等多方面因素的影响，德国子公司面临着原材料成本、能源价格、人工成本和利息费用等全面上涨的多重压力，同时下游整车客户也面临着同样的压力，公司无法有效的将增加的成本费用向下游客户传递；另一方面，德国子公司近两年大力发展新业务和新产品，新产品集中上线试制、设备换型频繁，对运营效率、质量和成本控制等造成一定的不利影响，导致成本费用增加，经营亏损；（二）境内业务：子公司滨州轻量化的增量发展业务和产品处于产能及良品率爬坡阶段，尚未达到规模效应，厂房及设备等资产折旧摊销金额较高，单位产品固定成本相对较高，处于亏损状态；部分参股企业因受客户订单需求减少及价格降低的影响，利润下降，公司在权益法核算下确认的投资收益减少。,0
600960.SH,20230715,20230630,续亏,-2.4885,16.1389,-5392.0,-4412.0,-5261.08,20230715,预计:净利润-5392--4412,本期业绩预亏的主要原因1.受俄乌冲突、德国劳动力供应不足、欧洲加息等因素影响，德国子公司在能源和原材料高位运行的同时面临着用工成本、利息费用等普遍上涨，另一方面，德国子公司近两年大力发展新业务和新产品，上半年大量新产品集中上线试制、设备换型频繁，对生产效率和质量控制造成一定的不利影响，导致营业成本增加，经营亏损；2.子公司滨州轻量化公司转型发展取得成效，增量发展业务陆续进入量产放行和产能爬坡阶段，但尚未达到规模效应，固定成本较高，处于亏损状态；3.部分参股企业因受客户订单下降、自身人员优化等因素的影响，业绩亏损，对公司在权益法核算下确认的投资收益产生较大的影响。,1
